Indicator,Year,Geography,Cases,Rate per 100000,Population
Receipt of HIV medical care,2013,Tennessee,"11,238",NA,"15,736"
HIV viral suppression,2013,Tennessee,"8,696",NA,"15,736"
Receipt of HIV medical care,2011,Louisiana,"8,614",NA,"15,726"
HIV viral suppression,2011,Louisiana,"6,856",NA,"15,726"
Receipt of HIV medical care,2016,South Carolina,"12,171",NA,"15,700"
Diagnosed infection among persons living with HIV infection,2012,District of Columbia,"14,722",NA,"15,700"
Receipt of HIV medical care,2016,Tennessee,"12,161",NA,"15,553"
Receipt of HIV medical care,2015,South Carolina,"11,930",NA,"15,505"
HIV viral suppression,2015,South Carolina,"9,533",NA,"15,505"
Diagnosed infection among persons living with HIV infection,2010,Arizona,"12,253",NA,"15,500"
Receipt of HIV medical care,2012,Tennessee,"8,486",NA,"15,352"
HIV viral suppression,2012,Tennessee,"8,253",NA,"15,352"
Diagnosed infection among persons living with HIV infection,2011,District of Columbia,"14,102",NA,"15,300"
Receipt of HIV medical care,2014,Tennessee,"11,713",NA,"15,200"
HIV viral suppression,2014,Tennessee,"8,402",NA,"15,200"
Receipt of HIV medical care,2014,South Carolina,"11,467",NA,"15,158"
HIV viral suppression,2014,South Carolina,"9,327",NA,"15,158"
Receipt of HIV medical care,2013,District of Columbia,"10,393",NA,"15,075"
HIV viral suppression,2013,District of Columbia,"7,760",NA,"15,075"
Receipt of HIV medical care,2015,Tennessee,"11,353",NA,"15,040"
HIV viral suppression,2015,Tennessee,"7,957",NA,"15,040"
Diagnosed infection among persons living with HIV infection,2010,District of Columbia,"14,039",NA,"15,000"
Receipt of HIV medical care,2010,Louisiana,"8,098",NA,"14,965"
HIV viral suppression,2010,Louisiana,"6,405",NA,"14,965"
Receipt of HIV medical care,2013,South Carolina,"11,076",NA,"14,944"
HIV viral suppression,2013,South Carolina,"8,721",NA,"14,944"
Receipt of HIV medical care,2012,South Carolina,"9,283",NA,"14,937"
HIV viral suppression,2012,South Carolina,"8,388",NA,"14,937"
Diagnosed infection among persons living with HIV infection,2016,Alabama,"12,549",NA,"14,900"
Receipt of HIV medical care,2012,District of Columbia,"8,411",NA,"14,832"
HIV viral suppression,2012,District of Columbia,"7,481",NA,"14,832"
Diagnosed infection among persons living with HIV infection,2016,Washington,"12,653",NA,"14,700"
Receipt of HIV medical care,2014,District of Columbia,"9,583",NA,"14,574"
HIV viral suppression,2014,District of Columbia,"7,526",NA,"14,574"
Receipt of HIV medical care,2016,Michigan,"12,066",NA,"14,501"
Diagnosed infection among persons living with HIV infection,2015,Washington,"12,297",NA,"14,500"
Diagnosed infection among persons living with HIV infection,2015,Alabama,"12,099",NA,"14,500"
Receipt of HIV medical care,2013,Michigan,"10,518",NA,"14,365"
HIV viral suppression,2013,Michigan,"8,097",NA,"14,365"
Diagnosed infection among persons living with HIV infection,2014,Washington,"11,875",NA,"14,200"
Diagnosed infection among persons living with HIV infection,2014,Alabama,"12,308",NA,"14,200"
Receipt of HIV medical care,2011,District of Columbia,"7,774",NA,"14,140"
HIV viral suppression,2011,District of Columbia,"6,936",NA,"14,140"
Receipt of HIV medical care,2016,District of Columbia,"9,671",NA,"14,115"
Receipt of HIV medical care,2014,Michigan,"10,760",NA,"14,063"
HIV viral suppression,2014,Michigan,"8,454",NA,"14,063"
Receipt of HIV medical care,2015,District of Columbia,"9,043",NA,"14,023"
HIV viral suppression,2015,District of Columbia,"7,075",NA,"14,023"
Receipt of HIV medical care,2010,District of Columbia,"7,216",NA,"13,948"
HIV viral suppression,2010,District of Columbia,"5,940",NA,"13,948"
Diagnosed infection among persons living with HIV infection,2013,Washington,"11,410",NA,"13,900"
Diagnosed infection among persons living with HIV infection,2016,Missouri,"12,021",NA,"13,900"
Diagnosed infection among persons living with HIV infection,2016,Colorado,"12,142",NA,"13,900"
Diagnosed infection among persons living with HIV infection,2013,Alabama,"11,882",NA,"13,900"
Receipt of HIV medical care,2012,Michigan,"7,584",NA,"13,856"
HIV viral suppression,2012,Michigan,"7,283",NA,"13,856"
Receipt of HIV medical care,2015,Michigan,"11,094",NA,"13,849"
HIV viral suppression,2015,Michigan,"9,095",NA,"13,849"
Diagnosed infection among persons living with HIV infection,2012,Washington,"10,990",NA,"13,600"
Diagnosed infection among persons living with HIV infection,2015,Missouri,"11,756",NA,"13,600"
Diagnosed infection among persons living with HIV infection,2012,Alabama,"11,492",NA,"13,600"
Diagnosed infection among persons living with HIV infection,2015,Colorado,"11,401",NA,"13,500"
Receipt of HIV medical care,2010,South Carolina,"8,260",NA,"13,412"
HIV viral suppression,2010,South Carolina,"6,851",NA,"13,412"
Diagnosed infection among persons living with HIV infection,2014,Missouri,"11,392",NA,"13,400"
Receipt of HIV medical care,2011,Michigan,"7,361",NA,"13,378"
HIV viral suppression,2011,Michigan,"6,568",NA,"13,378"
Diagnosed infection among persons living with HIV infection,2011,Washington,"10,610",NA,"13,300"
Diagnosed infection among persons living with HIV infection,2014,Colorado,"10,995",NA,"13,300"
Diagnosed infection among persons living with HIV infection,2011,Alabama,"11,195",NA,"13,300"
HIV viral suppression,2016,Massachusetts,"19,364",NA,"13,234"
Diagnosed infection among persons living with HIV infection,2013,Missouri,"11,050",NA,"13,100"
Diagnosed infection among persons living with HIV infection,2016,Indiana,"10,886",NA,"13,100"
Diagnosed infection among persons living with HIV infection,2013,Colorado,"10,683",NA,"13,100"
Diagnosed infection among persons living with HIV infection,2010,Washington,"10,420",NA,"13,000"
Diagnosed infection among persons living with HIV infection,2010,Alabama,"10,705",NA,"13,000"
Receipt of HIV medical care,2010,Michigan,"7,109",NA,"12,985"
HIV viral suppression,2010,Michigan,"6,067",NA,"12,985"
Diagnosed infection among persons living with HIV infection,2012,Missouri,"10,811",NA,"12,800"
Diagnosed infection among persons living with HIV infection,2015,Indiana,"10,561",NA,"12,800"
Diagnosed infection among persons living with HIV infection,2012,Colorado,"10,478",NA,"12,800"
Diagnosed infection among persons living with HIV infection,2011,Missouri,"10,478",NA,"12,500"
Diagnosed infection among persons living with HIV infection,2011,Colorado,"10,192",NA,"12,500"
Receipt of HIV medical care,2016,Washington,"10,568",NA,"12,309"
Diagnosed infection among persons living with HIV infection,2010,Missouri,"10,096",NA,"12,300"
Diagnosed infection among persons living with HIV infection,2014,Indiana,"10,067",NA,"12,300"
Diagnosed infection among persons living with HIV infection,2010,Colorado,"9,890",NA,"12,300"
Receipt of HIV medical care,2015,Washington,"10,323",NA,"12,013"
HIV viral suppression,2015,Washington,"8,995",NA,"12,013"
Receipt of HIV medical care,2016,Alabama,"8,891",NA,"11,946"
Diagnosed infection among persons living with HIV infection,2013,Indiana,"9,718",NA,"11,900"
HIV viral suppression,2016,Louisiana,"18,938",NA,"11,862"
Receipt of HIV medical care,2016,Colorado,"7,596",NA,"11,765"
Receipt of HIV medical care,2014,Alabama,"8,244",NA,"11,759"
HIV viral suppression,2014,Alabama,"6,577",NA,"11,759"
Receipt of HIV medical care,2014,Washington,"9,773",NA,"11,603"
HIV viral suppression,2014,Washington,"8,342",NA,"11,603"
Diagnosed infection among persons living with HIV infection,2012,Indiana,"9,378",NA,"11,600"
Receipt of HIV medical care,2016,Missouri,"9,091",NA,"11,551"
Receipt of HIV medical care,2015,Alabama,"8,580",NA,"11,539"
HIV viral suppression,2015,Alabama,"6,857",NA,"11,539"
Receipt of HIV medical care,2013,Alabama,"7,752",NA,"11,436"
HIV viral suppression,2013,Alabama,"5,987",NA,"11,436"
Diagnosed infection among persons living with HIV infection,2016,Connecticut,"10,106",NA,"11,400"
Receipt of HIV medical care,2015,Missouri,"9,026",NA,"11,394"
HIV viral suppression,2015,Missouri,"7,280",NA,"11,394"
Diagnosed infection among persons living with HIV infection,2011,Indiana,"9,049",NA,"11,300"
Diagnosed infection among persons living with HIV infection,2015,Connecticut,"10,131",NA,"11,300"
Diagnosed infection among persons living with HIV infection,2014,Connecticut,"9,963",NA,"11,200"
Receipt of HIV medical care,2013,Washington,"9,419",NA,"11,134"
HIV viral suppression,2013,Washington,"7,975",NA,"11,134"
Receipt of HIV medical care,2015,Colorado,"7,009",NA,"11,114"
HIV viral suppression,2015,Colorado,"5,671",NA,"11,114"
Diagnosed infection among persons living with HIV infection,2016,Nevada,"9,135",NA,"11,100"
Diagnosed infection among persons living with HIV infection,2010,Indiana,"8,719",NA,"11,100"
Diagnosed infection among persons living with HIV infection,2013,Connecticut,"10,334",NA,"11,100"
Receipt of HIV medical care,2014,Missouri,"8,634",NA,"11,061"
HIV viral suppression,2014,Missouri,"7,057",NA,"11,061"
Receipt of HIV medical care,2012,Alabama,"6,107",NA,"11,009"
HIV viral suppression,2012,Alabama,"5,537",NA,"11,009"
Diagnosed infection among persons living with HIV infection,2012,Connecticut,"10,100",NA,"11,000"
Diagnosed infection among persons living with HIV infection,2011,Connecticut,"10,067",NA,"10,900"
Receipt of HIV medical care,2013,Missouri,"8,351",NA,"10,864"
HIV viral suppression,2013,Missouri,"6,596",NA,"10,864"
Diagnosed infection among persons living with HIV infection,2010,Connecticut,"10,080",NA,"10,800"
Receipt of HIV medical care,2014,Colorado,"6,592",NA,"10,705"
HIV viral suppression,2014,Colorado,"5,216",NA,"10,705"
Diagnosed infection among persons living with HIV infection,2015,Nevada,"8,663",NA,"10,700"
Diagnosed infection among persons living with HIV infection,2016,Mississippi,"9,360",NA,"10,700"
HIV viral suppression,2016,Virginia,"20,611",NA,"10,675"
Receipt of HIV medical care,2012,Washington,"6,749",NA,"10,636"
HIV viral suppression,2012,Washington,"7,046",NA,"10,636"
Diagnosed infection among persons living with HIV infection,2015,Mississippi,"9,147",NA,"10,600"
Receipt of HIV medical care,2012,Missouri,"6,349",NA,"10,543"
HIV viral suppression,2012,Missouri,"6,247",NA,"10,543"
Diagnosed infection among persons living with HIV infection,2014,Mississippi,"8,846",NA,"10,500"
HIV viral suppression,2016,Ohio,"20,282",NA,"10,481"
Receipt of HIV medical care,2016,Indiana,"7,871",NA,"10,420"
Diagnosed infection among persons living with HIV infection,2014,Nevada,"8,172",NA,"10,400"
Diagnosed infection among persons living with HIV infection,2013,Mississippi,"8,565",NA,"10,300"
HIV viral suppression,2016,Michigan,"14,501",NA,"10,256"
Receipt of HIV medical care,2011,Missouri,"5,098",NA,"10,221"
HIV viral suppression,2011,Missouri,"4,155",NA,"10,221"
Diagnosed infection among persons living with HIV infection,2012,Mississippi,"8,425",NA,"10,200"
Diagnosed infection among persons living with HIV infection,2013,Nevada,"7,599",NA,"10,100"
Diagnosed infection among persons living with HIV infection,2011,Mississippi,"8,269",NA,"10,100"
Receipt of HIV medical care,2015,Indiana,"7,440",NA,"10,090"
HIV viral suppression,2015,Indiana,"6,262",NA,"10,090"
Receipt of HIV medical care,2015,Connecticut,"8,029",NA,"10,052"
HIV viral suppression,2015,Connecticut,"6,664",NA,"10,052"
Receipt of HIV medical care,2014,Connecticut,"7,891",NA,"9,926"
HIV viral suppression,2014,Connecticut,"6,812",NA,"9,926"
Receipt of HIV medical care,2016,Connecticut,"7,883",NA,"9,912"
Diagnosed infection among persons living with HIV infection,2010,Mississippi,"7,880",NA,"9,900"
Receipt of HIV medical care,2010,Missouri,"5,106",NA,"9,807"
HIV viral suppression,2010,Missouri,"4,636",NA,"9,807"
Diagnosed infection among persons living with HIV infection,2012,Nevada,"7,326",NA,"9,800"
Receipt of HIV medical care,2014,Indiana,"7,014",NA,"9,771"
HIV viral suppression,2014,Indiana,"5,683",NA,"9,771"
HIV viral suppression,2016,South Carolina,"15,700",NA,"9,696"
Diagnosed infection among persons living with HIV infection,2011,Nevada,"7,099",NA,"9,600"
Receipt of HIV medical care,2013,Indiana,"6,948",NA,"9,425"
HIV viral suppression,2013,Indiana,"5,629",NA,"9,425"
HIV viral suppression,2016,Washington,"12,309",NA,"9,418"
Diagnosed infection among persons living with HIV infection,2010,Nevada,"6,881",NA,"9,300"
Diagnosed infection among persons living with HIV infection,2016,Minnesota,"7,965",NA,"9,300"
Diagnosed infection among persons living with HIV infection,2015,Minnesota,"7,684",NA,"9,100"
Receipt of HIV medical care,2012,Indiana,"5,074",NA,"9,065"
HIV viral suppression,2012,Indiana,"4,983",NA,"9,065"
Receipt of HIV medical care,2016,Mississippi,"6,189",NA,"8,905"
Diagnosed infection among persons living with HIV infection,2014,Minnesota,"7,414",NA,"8,900"
Receipt of HIV medical care,2011,Indiana,"5,027",NA,"8,749"
HIV viral suppression,2011,Indiana,"4,733",NA,"8,749"
Receipt of HIV medical care,2015,Mississippi,"5,889",NA,"8,737"
HIV viral suppression,2015,Mississippi,"4,292",NA,"8,737"
Diagnosed infection among persons living with HIV infection,2013,Minnesota,"7,209",NA,"8,700"
HIV viral suppression,2016,Tennessee,"15,553",NA,"8,552"
Diagnosed infection among persons living with HIV infection,2012,Minnesota,"7,019",NA,"8,500"
Receipt of HIV medical care,2014,Mississippi,"5,461",NA,"8,499"
HIV viral suppression,2014,Mississippi,"3,659",NA,"8,499"
Receipt of HIV medical care,2010,Indiana,"4,778",NA,"8,403"
HIV viral suppression,2010,Indiana,"4,321",NA,"8,403"
Receipt of HIV medical care,2013,Mississippi,"4,694",NA,"8,278"
HIV viral suppression,2013,Mississippi,"2,855",NA,"8,278"
Diagnosed infection among persons living with HIV infection,2011,Minnesota,"6,727",NA,"8,200"
Diagnosed infection among persons living with HIV infection,2010,Minnesota,"6,489",NA,"8,000"
Diagnosed infection among persons living with HIV infection,2016,Kentucky,"6,778",NA,"8,000"
Diagnosed infection among persons living with HIV infection,2015,Kentucky,"6,582",NA,"7,800"
HIV viral suppression,2016,District of Columbia,"14,115",NA,"7,787"
Receipt of HIV medical care,2016,Minnesota,"5,875",NA,"7,732"
Diagnosed infection among persons living with HIV infection,2016,Oregon,"6,706",NA,"7,700"
Diagnosed infection among persons living with HIV infection,2015,Oregon,"6,532",NA,"7,600"
Diagnosed infection among persons living with HIV infection,2014,Kentucky,"6,429",NA,"7,600"
Diagnosed infection among persons living with HIV infection,2014,Oregon,"6,183",NA,"7,500"
Diagnosed infection among persons living with HIV infection,2013,Kentucky,"6,210",NA,"7,500"
Receipt of HIV medical care,2015,Minnesota,"5,532",NA,"7,468"
HIV viral suppression,2015,Minnesota,"4,894",NA,"7,468"
Diagnosed infection among persons living with HIV infection,2013,Oregon,"6,076",NA,"7,400"
Diagnosed infection among persons living with HIV infection,2012,Oregon,"6,042",NA,"7,300"
Diagnosed infection among persons living with HIV infection,2012,Kentucky,"5,713",NA,"7,300"
HIV viral suppression,2016,Alabama,"11,946",NA,"7,297"
Receipt of HIV medical care,2014,Minnesota,"5,499",NA,"7,240"
HIV viral suppression,2014,Minnesota,"4,806",NA,"7,240"
Diagnosed infection among persons living with HIV infection,2011,Oregon,"5,868",NA,"7,200"
HIV viral suppression,2016,Missouri,"11,551",NA,"7,198"
Diagnosed infection among persons living with HIV infection,2016,Wisconsin,"6,008",NA,"7,100"
Diagnosed infection among persons living with HIV infection,2011,Kentucky,"5,506",NA,"7,100"
Receipt of HIV medical care,2013,Minnesota,"5,302",NA,"7,043"
HIV viral suppression,2013,Minnesota,"4,578",NA,"7,043"
Diagnosed infection among persons living with HIV infection,2016,Oklahoma,"5,876",NA,"7,000"
Diagnosed infection among persons living with HIV infection,2010,Oregon,"5,663",NA,"7,000"
Diagnosed infection among persons living with HIV infection,2015,Wisconsin,"5,856",NA,"6,900"
Diagnosed infection among persons living with HIV infection,2010,Kentucky,"5,293",NA,"6,900"
Diagnosed infection among persons living with HIV infection,2014,Wisconsin,"5,775",NA,"6,800"
Diagnosed infection among persons living with HIV infection,2015,Oklahoma,"5,708",NA,"6,800"
Diagnosed infection among persons living with HIV infection,2014,Oklahoma,"5,531",NA,"6,700"
HIV viral suppression,2016,Colorado,"11,765",NA,"6,640"
Diagnosed infection among persons living with HIV infection,2013,Wisconsin,"5,663",NA,"6,600"
Diagnosed infection among persons living with HIV infection,2013,Oklahoma,"5,355",NA,"6,600"
Receipt of HIV medical care,2016,Oregon,"5,736",NA,"6,501"
Diagnosed infection among persons living with HIV infection,2012,Wisconsin,"5,148",NA,"6,500"
Diagnosed infection among persons living with HIV infection,2016,Arkansas,"5,470",NA,"6,500"
HIV viral suppression,2016,Indiana,"10,420",NA,"6,440"
HIV viral suppression,2016,Connecticut,"9,912",NA,"6,435"
Diagnosed infection among persons living with HIV infection,2012,Oklahoma,"5,160",NA,"6,400"
Receipt of HIV medical care,2015,Oregon,"5,656",NA,"6,375"
HIV viral suppression,2015,Oregon,"3,621",NA,"6,375"
Diagnosed infection among persons living with HIV infection,2011,Wisconsin,"5,038",NA,"6,300"
Diagnosed infection among persons living with HIV infection,2015,Arkansas,"5,222",NA,"6,300"
Receipt of HIV medical care,2010,Minnesota,"1,962",NA,"6,254"
HIV viral suppression,2010,Minnesota,"2,380",NA,"6,254"
Diagnosed infection among persons living with HIV infection,2010,Wisconsin,"4,874",NA,"6,200"
Diagnosed infection among persons living with HIV infection,2011,Oklahoma,"4,993",NA,"6,200"
Diagnosed infection among persons living with HIV infection,2010,Oklahoma,"4,830",NA,"6,100"
Diagnosed infection among persons living with HIV infection,2014,Arkansas,"5,071",NA,"6,100"
Receipt of HIV medical care,2014,Oregon,"5,266",NA,"6,025"
HIV viral suppression,2014,Oregon,"3,664",NA,"6,025"
Receipt of HIV medical care,2013,Oregon,"5,121",NA,"5,941"
HIV viral suppression,2013,Oregon,"3,815",NA,"5,941"
Diagnosed infection among persons living with HIV infection,2013,Arkansas,"4,778",NA,"5,900"
Receipt of HIV medical care,2012,Oregon,"3,924",NA,"5,850"
HIV viral suppression,2012,Oregon,"3,496",NA,"5,850"
Diagnosed infection among persons living with HIV infection,2012,Arkansas,"4,600",NA,"5,800"
Receipt of HIV medical care,2016,Wisconsin,"4,657",NA,"5,783"
Diagnosed infection among persons living with HIV infection,2011,Arkansas,"4,427",NA,"5,700"
Receipt of HIV medical care,2015,Wisconsin,"4,559",NA,"5,691"
HIV viral suppression,2015,Wisconsin,"3,966",NA,"5,691"
Receipt of HIV medical care,2014,Wisconsin,"4,397",NA,"5,688"
HIV viral suppression,2014,Wisconsin,"3,558",NA,"5,688"
Receipt of HIV medical care,2016,Oklahoma,"4,204",NA,"5,627"
Diagnosed infection among persons living with HIV infection,2010,Arkansas,"4,333",NA,"5,600"
Receipt of HIV medical care,2013,Wisconsin,"4,334",NA,"5,562"
HIV viral suppression,2013,Wisconsin,"3,319",NA,"5,562"
HIV viral suppression,2016,Minnesota,"7,732",NA,"5,265"
Receipt of HIV medical care,2012,Wisconsin,"3,166",NA,"5,092"
HIV viral suppression,2012,Wisconsin,"2,865",NA,"5,092"
Linkage to HIV care,2016,California,"3,761",NA,"5,031"
Linkage to HIV care,2014,California,"3,645",NA,"4,982"
Linkage to HIV care,2012,California,"3,595",NA,"4,941"
Linkage to HIV care,2015,California,"3,557",NA,"4,939"
HIV viral suppression,2016,Mississippi,"8,905",NA,"4,747"
Linkage to HIV care,2013,California,"3,377",NA,"4,741"
Linkage to HIV care,2016,Florida,"3,405",NA,"4,724"
Receipt of HIV medical care,2012,Arkansas,"1,739",NA,"4,490"
HIV viral suppression,2012,Arkansas,"1,228",NA,"4,490"
Linkage to HIV care,2016,Texas,"3,296",NA,"4,488"
Linkage to HIV care,2015,Texas,"3,096",NA,"4,459"
Linkage to HIV care,2013,Texas,"3,028",NA,"4,367"
Linkage to HIV care,2014,Texas,"3,064",NA,"4,363"
Linkage to HIV care,2012,Texas,"2,859",NA,"4,305"
Linkage to HIV care,2011,New York,"3,114",NA,"4,149"
HIV viral suppression,2016,Wisconsin,"5,783",NA,"3,999"
Diagnosed infection among persons living with HIV infection,2016,New Mexico,"3,266",NA,"3,900"
Diagnosed infection among persons living with HIV infection,2015,New Mexico,"3,187",NA,"3,800"
Linkage to HIV care,2012,New York,"2,793",NA,"3,720"
Diagnosed infection among persons living with HIV infection,2014,New Mexico,"3,061",NA,"3,700"
HIV viral suppression,2016,Oregon,"6,501",NA,"3,640"
Diagnosed infection among persons living with HIV infection,2013,New Mexico,"2,920",NA,"3,600"
Diagnosed infection among persons living with HIV infection,2015,Delaware,"3,097",NA,"3,600"
Diagnosed infection among persons living with HIV infection,2016,Delaware,"3,145",NA,"3,600"
Linkage to HIV care,2013,New York,"2,743",NA,"3,547"
Diagnosed infection among persons living with HIV infection,2012,New Mexico,"2,950",NA,"3,500"
Diagnosed infection among persons living with HIV infection,2011,Delaware,"3,054",NA,"3,500"
Diagnosed infection among persons living with HIV infection,2012,Delaware,"3,098",NA,"3,500"
Diagnosed infection among persons living with HIV infection,2013,Delaware,"3,089",NA,"3,500"
Diagnosed infection among persons living with HIV infection,2014,Delaware,"3,075",NA,"3,500"
Diagnosed infection among persons living with HIV infection,2010,New Mexico,"2,875",NA,"3,400"
Diagnosed infection among persons living with HIV infection,2011,New Mexico,"2,972",NA,"3,400"
Diagnosed infection among persons living with HIV infection,2016,Kansas,"2,901",NA,"3,400"
Diagnosed infection among persons living with HIV infection,2010,Delaware,"2,975",NA,"3,400"
Linkage to HIV care,2014,New York,"2,682",NA,"3,390"
HIV viral suppression,2016,Oklahoma,"5,627",NA,"3,305"
Diagnosed infection among persons living with HIV infection,2015,Kansas,"2,780",NA,"3,300"
Diagnosed infection among persons living with HIV infection,2016,Utah,"2,711",NA,"3,200"
Diagnosed infection among persons living with HIV infection,2013,Kansas,"2,746",NA,"3,200"
Diagnosed infection among persons living with HIV infection,2014,Kansas,"2,812",NA,"3,200"
Receipt of HIV medical care,2016,New Mexico,"2,472",NA,"3,126"
Linkage to HIV care,2015,New York,"2,458",NA,"3,114"
Diagnosed infection among persons living with HIV infection,2015,Utah,"2,630",NA,"3,100"
Diagnosed infection among persons living with HIV infection,2011,Kansas,"2,678",NA,"3,100"
Diagnosed infection among persons living with HIV infection,2012,Kansas,"2,711",NA,"3,100"
Receipt of HIV medical care,2014,Delaware,"2,275",NA,"3,088"
HIV viral suppression,2014,Delaware,"1,870",NA,"3,088"
Receipt of HIV medical care,2015,New Mexico,"2,417",NA,"3,074"
HIV viral suppression,2015,New Mexico,"2,145",NA,"3,074"
Receipt of HIV medical care,2015,Delaware,"2,349",NA,"3,061"
HIV viral suppression,2015,Delaware,"1,964",NA,"3,061"
Receipt of HIV medical care,2016,Delaware,"2,453",NA,"3,049"
Receipt of HIV medical care,2010,Delaware,911,NA,"3,009"
HIV viral suppression,2010,Delaware,410,NA,"3,009"
Diagnosed infection among persons living with HIV infection,2014,Utah,"2,555",NA,"3,000"
Diagnosed infection among persons living with HIV infection,2010,Kansas,"2,601",NA,"3,000"
Diagnosed infection among persons living with HIV infection,2016,Iowa,"2,534",NA,"3,000"
Diagnosed infection among persons living with HIV infection,2015,Hawaii,"2,606",NA,"3,000"
Diagnosed infection among persons living with HIV infection,2016,Hawaii,"2,604",NA,"3,000"
Receipt of HIV medical care,2014,New Mexico,"2,373",NA,"2,965"
HIV viral suppression,2014,New Mexico,"2,121",NA,"2,965"
Diagnosed infection among persons living with HIV infection,2013,Utah,"2,467",NA,"2,900"
Diagnosed infection among persons living with HIV infection,2015,Iowa,"2,391",NA,"2,900"
Diagnosed infection among persons living with HIV infection,2014,Hawaii,"2,540",NA,"2,900"
Linkage to HIV care,2016,New York,"2,268",NA,"2,854"
Receipt of HIV medical care,2013,New Mexico,"2,265",NA,"2,808"
HIV viral suppression,2013,New Mexico,"1,959",NA,"2,808"
Diagnosed infection among persons living with HIV infection,2012,Utah,"2,282",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2016,Rhode Island,"2,356",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2012,Iowa,"2,150",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2013,Iowa,"2,217",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2014,Iowa,"2,317",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2012,Hawaii,"2,435",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2013,Hawaii,"2,493",NA,"2,800"
Diagnosed infection among persons living with HIV infection,2010,Utah,"2,136",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2011,Utah,"2,232",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2014,Rhode Island,"2,236",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2015,Rhode Island,"2,274",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2011,Iowa,"2,046",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2010,Hawaii,"2,430",NA,"2,700"
Diagnosed infection among persons living with HIV infection,2011,Hawaii,"2,434",NA,"2,700"
Linkage to HIV care,2015,Georgia,"1,903",NA,"2,661"
Receipt of HIV medical care,2014,Hawaii,"1,777",NA,"2,626"
HIV viral suppression,2014,Hawaii,"1,574",NA,"2,626"
Receipt of HIV medical care,2015,Hawaii,"1,814",NA,"2,600"
HIV viral suppression,2015,Hawaii,"1,602",NA,"2,600"
Diagnosed infection among persons living with HIV infection,2012,Rhode Island,"2,099",NA,"2,600"
Diagnosed infection among persons living with HIV infection,2013,Rhode Island,"2,132",NA,"2,600"
Diagnosed infection among persons living with HIV infection,2010,Iowa,"1,974",NA,"2,600"
Receipt of HIV medical care,2013,Hawaii,"1,658",NA,"2,599"
HIV viral suppression,2013,Hawaii,"1,419",NA,"2,599"
Receipt of HIV medical care,2016,Utah,"1,786",NA,"2,591"
Receipt of HIV medical care,2015,Utah,"1,727",NA,"2,546"
HIV viral suppression,2015,Utah,"1,294",NA,"2,546"
Receipt of HIV medical care,2012,Hawaii,"1,131",NA,"2,540"
HIV viral suppression,2012,Hawaii,"1,281",NA,"2,540"
Receipt of HIV medical care,2016,Hawaii,"1,874",NA,"2,530"
Receipt of HIV medical care,2011,Hawaii,"1,114",NA,"2,528"
HIV viral suppression,2011,Hawaii,"1,301",NA,"2,528"
Receipt of HIV medical care,2014,Utah,"1,658",NA,"2,510"
HIV viral suppression,2014,Utah,"1,171",NA,"2,510"
Diagnosed infection among persons living with HIV infection,2011,Rhode Island,"2,066",NA,"2,500"
Linkage to HIV care,2016,Georgia,"1,878",NA,"2,487"
Receipt of HIV medical care,2010,Hawaii,965,NA,"2,481"
HIV viral suppression,2010,Hawaii,913,NA,"2,481"
Receipt of HIV medical care,2016,Iowa,"2,107",NA,"2,427"
Receipt of HIV medical care,2013,Utah,"1,638",NA,"2,419"
HIV viral suppression,2013,Utah,"1,101",NA,"2,419"
Diagnosed infection among persons living with HIV infection,2010,Rhode Island,"2,056",NA,"2,400"
Diagnosed infection among persons living with HIV infection,2015,Nebraska,"1,995",NA,"2,400"
Diagnosed infection among persons living with HIV infection,2016,Nebraska,"2,059",NA,"2,400"
Linkage to HIV care,2011,California,"1,735",NA,"2,374"
Receipt of HIV medical care,2016,Rhode Island,"1,903",NA,"2,310"
Receipt of HIV medical care,2015,Iowa,"1,980",NA,"2,300"
HIV viral suppression,2015,Iowa,"1,763",NA,"2,300"
Diagnosed infection among persons living with HIV infection,2013,Nebraska,"1,857",NA,"2,300"
Diagnosed infection among persons living with HIV infection,2014,Nebraska,"1,936",NA,"2,300"
Linkage to HIV care,2014,Georgia,"1,696",NA,"2,271"
Receipt of HIV medical care,2015,Rhode Island,"1,841",NA,"2,270"
HIV viral suppression,2015,Rhode Island,"1,631",NA,"2,270"
Receipt of HIV medical care,2014,Iowa,"1,919",NA,"2,264"
HIV viral suppression,2014,Iowa,"1,659",NA,"2,264"
Receipt of HIV medical care,2012,Utah,"1,116",NA,"2,215"
HIV viral suppression,2012,Utah,975,NA,"2,215"
Receipt of HIV medical care,2014,Rhode Island,"1,638",NA,"2,204"
HIV viral suppression,2014,Rhode Island,"1,404",NA,"2,204"
HIV viral suppression,2016,New Mexico,"3,126",NA,"2,200"
Diagnosed infection among persons living with HIV infection,2011,Nebraska,"1,791",NA,"2,200"
